match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
512,2016,Hyderabad,2016-04-28,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,normal,Gujarat Titans,61,0,Player_146,"PCA Stadium, Chandigarh",Umpire_21,Umpire_7
513,2016,Bangalore,2016-05-22,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,Punjab Kings,0,1,Player_161,"Wankhede Stadium, Mumbai",Umpire_8,Umpire_20
514,2016,Lucknow,2016-03-10,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,0,3,Player_179,"PCA Stadium, Chandigarh",Umpire_18,Umpire_14
515,2016,Delhi,2016-05-20,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,Kolkata Knight Riders,0,1,Player_72,"Ekana Cricket Stadium, Lucknow",Umpire_5,Umpire_9
516,2016,Kolkata,2016-05-19,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,Delhi Capitals,0,4,Player_82,"Ekana Cricket Stadium, Lucknow",Umpire_24,Umpire_4
517,2016,Delhi,2016-05-01,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,99,0,Player_31,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_29,Umpire_12
518,2016,Bangalore,2016-05-28,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,64,0,Player_125,"M. Chinnaswamy Stadium, Bangalore",Umpire_1,Umpire_16
519,2016,Mumbai,2016-04-09,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,33,0,Player_183,"Feroz Shah Kotla, Delhi",Umpire_27,Umpire_16
520,2016,Delhi,2016-05-01,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,2,Player_111,"M.A. Chidambaram Stadium, Chennai",Umpire_29,Umpire_25
521,2016,Delhi,2016-05-25,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,1,Player_13,"PCA Stadium, Chandigarh",Umpire_24,Umpire_5
522,2016,Chandigarh,2016-04-14,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,0,1,Player_67,"Feroz Shah Kotla, Delhi",Umpire_14,Umpire_3
523,2016,Jaipur,2016-03-23,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,normal,Mumbai Indians,0,5,Player_118,"M. Chinnaswamy Stadium, Bangalore",Umpire_17,Umpire_9
524,2016,Ahmedabad,2016-05-07,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,77,0,Player_69,"Feroz Shah Kotla, Delhi",Umpire_17,Umpire_9
525,2016,Chennai,2016-04-10,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,normal,Punjab Kings,43,0,Player_159,"Wankhede Stadium, Mumbai",Umpire_29,Umpire_5
526,2016,Jaipur,2016-03-29,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,normal,Chennai Super Kings,60,0,Player_74,"Narendra Modi Stadium, Ahmedabad",Umpire_19,Umpire_3
527,2016,Chandigarh,2016-05-20,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,normal,Lucknow Super Giants,14,0,Player_83,"Sawai Mansingh Stadium, Jaipur",Umpire_4,Umpire_19
528,2016,Chennai,2016-05-01,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,Mumbai Indians,0,3,Player_40,"Sawai Mansingh Stadium, Jaipur",Umpire_16,Umpire_29
529,2016,Jaipur,2016-03-21,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,Lucknow Super Giants,0,2,Player_90,"Eden Gardens, Kolkata",Umpire_28,Umpire_8
530,2016,Ahmedabad,2016-03-28,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,76,0,Player_38,"Wankhede Stadium, Mumbai",Umpire_10,Umpire_29
531,2016,Mumbai,2016-04-22,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,71,0,Player_55,"Eden Gardens, Kolkata",Umpire_25,Umpire_13
532,2016,Lucknow,2016-04-06,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,35,0,Player_72,"M. Chinnaswamy Stadium, Bangalore",Umpire_25,Umpire_12
533,2016,Bangalore,2016-03-03,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,normal,Chennai Super Kings,0,3,Player_28,"Sawai Mansingh Stadium, Jaipur",Umpire_6,Umpire_23
534,2016,Chennai,2016-05-03,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,,0,0,Player_154,"Narendra Modi Stadium, Ahmedabad",Umpire_7,Umpire_17
535,2016,Chennai,2016-05-07,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,normal,Sunrisers Hyderabad,0,1,Player_106,"Sawai Mansingh Stadium, Jaipur",Umpire_21,Umpire_3
536,2016,Mumbai,2016-04-14,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,62,0,Player_105,"Eden Gardens, Kolkata",Umpire_26,Umpire_13
537,2016,Chandigarh,2016-05-11,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Rajasthan Royals,15,0,Player_165,"M.A. Chidambaram Stadium, Chennai",Umpire_10,Umpire_16
538,2016,Chennai,2016-04-04,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,Kolkata Knight Riders,74,0,Player_127,"Narendra Modi Stadium, Ahmedabad",Umpire_7,Umpire_18
539,2016,Jaipur,2016-04-11,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,Kolkata Knight Riders,0,6,Player_17,"PCA Stadium, Chandigarh",Umpire_28,Umpire_3
540,2016,Jaipur,2016-05-28,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,normal,Delhi Capitals,45,0,Player_103,"Sawai Mansingh Stadium, Jaipur",Umpire_9,Umpire_12
541,2016,Hyderabad,2016-05-28,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,9,Player_47,"PCA Stadium, Chandigarh",Umpire_6,Umpire_11
542,2016,Jaipur,2016-05-19,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,normal,Lucknow Super Giants,12,0,Player_81,"M. Chinnaswamy Stadium, Bangalore",Umpire_3,Umpire_1
543,2016,Chandigarh,2016-05-16,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,bat,normal,Lucknow Super Giants,0,6,Player_10,"Sawai Mansingh Stadium, Jaipur",Umpire_9,Umpire_9
544,2016,Jaipur,2016-05-06,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,Punjab Kings,0,8,Player_194,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_11,Umpire_26
545,2016,Kolkata,2016-03-03,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,Royal Challengers Bangalore,37,0,Player_122,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_29,Umpire_17
546,2016,Lucknow,2016-03-29,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,Sunrisers Hyderabad,0,4,Player_163,"Sawai Mansingh Stadium, Jaipur",Umpire_8,Umpire_29
547,2016,Bangalore,2016-03-18,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Lucknow Super Giants,0,2,Player_106,"Wankhede Stadium, Mumbai",Umpire_26,Umpire_24
548,2016,Jaipur,2016-05-08,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Rajasthan Royals,35,0,Player_194,"Sawai Mansingh Stadium, Jaipur",Umpire_22,Umpire_10
549,2016,Chennai,2016-05-10,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,normal,Gujarat Titans,70,0,Player_191,"Feroz Shah Kotla, Delhi",Umpire_14,Umpire_3
550,2016,Delhi,2016-05-03,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,normal,Gujarat Titans,33,0,Player_193,"PCA Stadium, Chandigarh",Umpire_12,Umpire_27
551,2016,Hyderabad,2016-05-04,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,Delhi Capitals,86,0,Player_180,"M. Chinnaswamy Stadium, Bangalore",Umpire_15,Umpire_27
552,2016,Lucknow,2016-04-29,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,0,1,Player_63,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_9,Umpire_22
553,2016,Kolkata,2016-03-23,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,Delhi Capitals,0,4,Player_95,"Sawai Mansingh Stadium, Jaipur",Umpire_10,Umpire_16
554,2016,Bangalore,2016-05-26,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,0,1,Player_76,"Narendra Modi Stadium, Ahmedabad",Umpire_8,Umpire_11
555,2016,Mumbai,2016-04-22,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,normal,Rajasthan Royals,42,0,Player_68,"Eden Gardens, Kolkata",Umpire_2,Umpire_7
556,2016,Bangalore,2016-05-02,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,normal,Delhi Capitals,0,9,Player_137,"M.A. Chidambaram Stadium, Chennai",Umpire_6,Umpire_5
557,2016,Lucknow,2016-04-17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,normal,Chennai Super Kings,0,3,Player_133,"Ekana Cricket Stadium, Lucknow",Umpire_6,Umpire_27
558,2016,Jaipur,2016-05-14,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,36,0,Player_16,"Feroz Shah Kotla, Delhi",Umpire_19,Umpire_2
559,2016,Hyderabad,2016-05-28,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,0,3,Player_185,"Sawai Mansingh Stadium, Jaipur",Umpire_1,Umpire_8
560,2016,Chandigarh,2016-05-17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,no result,,0,0,Player_189,"Ekana Cricket Stadium, Lucknow",Umpire_28,Umpire_10
561,2016,Jaipur,2016-05-03,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,11,0,Player_33,"M.A. Chidambaram Stadium, Chennai",Umpire_5,Umpire_13
562,2016,Mumbai,2016-04-16,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,37,0,Player_122,"Feroz Shah Kotla, Delhi",Umpire_10,Umpire_29
563,2016,Jaipur,2016-05-06,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,no result,,0,0,Player_180,"PCA Stadium, Chandigarh",Umpire_21,Umpire_7
564,2016,Jaipur,2016-05-05,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,Mumbai Indians,62,0,Player_131,"Feroz Shah Kotla, Delhi",Umpire_5,Umpire_5
565,2016,Mumbai,2016-05-25,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,normal,Mumbai Indians,40,0,Player_8,"Feroz Shah Kotla, Delhi",Umpire_24,Umpire_27
566,2016,Bangalore,2016-04-19,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,normal,Punjab Kings,0,9,Player_184,"Wankhede Stadium, Mumbai",Umpire_9,Umpire_13
567,2016,Lucknow,2016-04-04,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,85,0,Player_92,"PCA Stadium, Chandigarh",Umpire_5,Umpire_5
568,2016,Jaipur,2016-04-19,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,normal,Gujarat Titans,0,1,Player_19,"Eden Gardens, Kolkata",Umpire_3,Umpire_23
569,2016,Hyderabad,2016-03-24,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,Mumbai Indians,0,4,Player_72,"Narendra Modi Stadium, Ahmedabad",Umpire_14,Umpire_5
570,2016,Bangalore,2016-05-17,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,Chennai Super Kings,0,2,Player_114,"Feroz Shah Kotla, Delhi",Umpire_25,Umpire_26
571,2016,Bangalore,2016-03-10,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,no result,,0,0,Player_81,"Sawai Mansingh Stadium, Jaipur",Umpire_19,Umpire_11
572,2016,Jaipur,2016-03-28,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,normal,Chennai Super Kings,92,0,Player_81,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_22,Umpire_19
573,2016,Kolkata,2016-04-13,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,normal,Punjab Kings,72,0,Player_45,"PCA Stadium, Chandigarh",Umpire_19,Umpire_23
574,2016,Kolkata,2016-05-09,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,no result,,0,0,Player_112,"M. Chinnaswamy Stadium, Bangalore",Umpire_6,Umpire_8
575,2016,Hyderabad,2016-04-27,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,normal,Royal Challengers Bangalore,0,2,Player_129,"M. Chinnaswamy Stadium, Bangalore",Umpire_19,Umpire_12
576,2016,Lucknow,2016-05-27,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,6,Player_5,"Wankhede Stadium, Mumbai",Umpire_13,Umpire_22
577,2016,Ahmedabad,2016-04-29,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,Chennai Super Kings,0,9,Player_44,"Wankhede Stadium, Mumbai",Umpire_14,Umpire_14
578,2016,Chandigarh,2016-03-23,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,0,1,Player_173,"PCA Stadium, Chandigarh",Umpire_17,Umpire_22
579,2017,Lucknow,2017-04-01,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,Kolkata Knight Riders,0,8,Player_47,"Sawai Mansingh Stadium, Jaipur",Umpire_13,Umpire_13
580,2017,Chandigarh,2017-03-08,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,0,4,Player_126,"Wankhede Stadium, Mumbai",Umpire_20,Umpire_2
581,2017,Jaipur,2017-03-17,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,no result,,0,0,Player_117,"Sawai Mansingh Stadium, Jaipur",Umpire_24,Umpire_29
582,2017,Kolkata,2017-04-23,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,0,5,Player_37,"Sawai Mansingh Stadium, Jaipur",Umpire_7,Umpire_26
583,2017,Delhi,2017-03-10,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,Rajasthan Royals,41,0,Player_175,"M. Chinnaswamy Stadium, Bangalore",Umpire_21,Umpire_20
584,2017,Mumbai,2017-03-15,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,93,0,Player_14,"Ekana Cricket Stadium, Lucknow",Umpire_12,Umpire_16
585,2017,Lucknow,2017-03-05,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,normal,Gujarat Titans,0,5,Player_80,"Narendra Modi Stadium, Ahmedabad",Umpire_22,Umpire_4
586,2017,Ahmedabad,2017-05-17,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,0,3,Player_145,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_23,Umpire_2
587,2017,Mumbai,2017-03-17,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,Player_118,"Wankhede Stadium, Mumbai",Umpire_3,Umpire_15
588,2017,Ahmedabad,2017-05-23,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,normal,Royal Challengers Bangalore,20,0,Player_53,"Feroz Shah Kotla, Delhi",Umpire_1,Umpire_2
589,2017,Ahmedabad,2017-05-19,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,normal,Delhi Capitals,92,0,Player_146,"M. Chinnaswamy Stadium, Bangalore",Umpire_28,Umpire_2
590,2017,Kolkata,2017-04-27,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,normal,Kolkata Knight Riders,67,0,Player_143,"Ekana Cricket Stadium, Lucknow",Umpire_27,Umpire_24
591,2017,Kolkata,2017-04-12,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,44,0,Player_44,"M.A. Chidambaram Stadium, Chennai",Umpire_2,Umpire_25
592,2017,Lucknow,2017-05-06,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,normal,Mumbai Indians,78,0,Player_29,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_23,Umpire_18
593,2017,Mumbai,2017-04-18,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,normal,Gujarat Titans,11,0,Player_28,"Eden Gardens, Kolkata",Umpire_4,Umpire_22
594,2017,Lucknow,2017-05-07,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,Punjab Kings,81,0,Player_76,"Eden Gardens, Kolkata",Umpire_17,Umpire_28
595,2017,Chennai,2017-04-26,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,normal,Royal Challengers Bangalore,0,5,Player_48,"Feroz Shah Kotla, Delhi",Umpire_3,Umpire_10
596,2017,Kolkata,2017-03-17,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,normal,Chennai Super Kings,97,0,Player_152,"PCA Stadium, Chandigarh",Umpire_26,Umpire_28
597,2017,Kolkata,2017-03-20,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Delhi Capitals,0,2,Player_164,"Eden Gardens, Kolkata",Umpire_5,Umpire_3
598,2017,Hyderabad,2017-05-21,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,Rajasthan Royals,86,0,Player_158,"Narendra Modi Stadium, Ahmedabad",Umpire_20,Umpire_26
599,2017,Hyderabad,2017-04-21,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,12,0,Player_144,"Ekana Cricket Stadium, Lucknow",Umpire_5,Umpire_9
600,2017,Lucknow,2017-03-16,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Sunrisers Hyderabad,0,3,Player_17,"Sawai Mansingh Stadium, Jaipur",Umpire_26,Umpire_20
601,2017,Chandigarh,2017-04-14,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,6,Player_133,"Narendra Modi Stadium, Ahmedabad",Umpire_8,Umpire_2
602,2017,Hyderabad,2017-03-24,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,Punjab Kings,67,0,Player_70,"PCA Stadium, Chandigarh",Umpire_8,Umpire_23
603,2017,Hyderabad,2017-05-13,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,0,2,Player_117,"PCA Stadium, Chandigarh",Umpire_21,Umpire_17
604,2017,Delhi,2017-04-05,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,32,0,Player_177,"Sawai Mansingh Stadium, Jaipur",Umpire_13,Umpire_23
605,2017,Jaipur,2017-04-11,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,46,0,Player_14,"Feroz Shah Kotla, Delhi",Umpire_8,Umpire_3
606,2017,Lucknow,2017-03-01,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,normal,Rajasthan Royals,0,1,Player_97,"Ekana Cricket Stadium, Lucknow",Umpire_24,Umpire_6
607,2017,Mumbai,2017-05-21,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,normal,Delhi Capitals,72,0,Player_55,"Narendra Modi Stadium, Ahmedabad",Umpire_2,Umpire_13
608,2017,Lucknow,2017-04-17,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,Rajasthan Royals,0,6,Player_61,"Wankhede Stadium, Mumbai",Umpire_13,Umpire_19
609,2017,Bangalore,2017-05-02,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Lucknow Super Giants,12,0,Player_134,"Sawai Mansingh Stadium, Jaipur",Umpire_18,Umpire_20
610,2017,Delhi,2017-05-13,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,normal,Rajasthan Royals,86,0,Player_28,"Ekana Cricket Stadium, Lucknow",Umpire_20,Umpire_1
611,2017,Ahmedabad,2017-05-26,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,15,0,Player_181,"Narendra Modi Stadium, Ahmedabad",Umpire_25,Umpire_29
612,2017,Ahmedabad,2017-04-13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,1,Player_135,"PCA Stadium, Chandigarh",Umpire_28,Umpire_13
613,2017,Kolkata,2017-03-04,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,Sunrisers Hyderabad,1,0,Player_87,"Feroz Shah Kotla, Delhi",Umpire_21,Umpire_13
614,2017,Ahmedabad,2017-05-05,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,normal,Sunrisers Hyderabad,20,0,Player_161,"Sawai Mansingh Stadium, Jaipur",Umpire_24,Umpire_14
615,2017,Kolkata,2017-05-28,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,Kolkata Knight Riders,0,3,Player_87,"M. Chinnaswamy Stadium, Bangalore",Umpire_20,Umpire_19
616,2017,Jaipur,2017-03-22,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,0,2,Player_141,"Ekana Cricket Stadium, Lucknow",Umpire_1,Umpire_8
617,2017,Hyderabad,2017-05-18,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,normal,Gujarat Titans,10,0,Player_54,"PCA Stadium, Chandigarh",Umpire_23,Umpire_15
618,2017,Chennai,2017-04-13,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,Punjab Kings,70,0,Player_108,"Narendra Modi Stadium, Ahmedabad",Umpire_2,Umpire_17
619,2017,Kolkata,2017-03-15,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,normal,Gujarat Titans,0,2,Player_58,"Feroz Shah Kotla, Delhi",Umpire_25,Umpire_13
620,2017,Ahmedabad,2017-05-23,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,60,0,Player_150,"M. Chinnaswamy Stadium, Bangalore",Umpire_2,Umpire_24
621,2017,Hyderabad,2017-05-03,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,normal,Gujarat Titans,0,2,Player_112,"Wankhede Stadium, Mumbai",Umpire_27,Umpire_16
622,2017,Jaipur,2017-03-11,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,no result,,0,0,Player_138,"Ekana Cricket Stadium, Lucknow",Umpire_24,Umpire_23
623,2017,Chennai,2017-04-26,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,48,0,Player_106,"Feroz Shah Kotla, Delhi",Umpire_10,Umpire_18
624,2017,Mumbai,2017-03-12,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Sunrisers Hyderabad,20,0,Player_75,"Ekana Cricket Stadium, Lucknow",Umpire_15,Umpire_5
625,2017,Chandigarh,2017-03-13,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,0,1,Player_53,"M. Chinnaswamy Stadium, Bangalore",Umpire_7,Umpire_14
626,2017,Mumbai,2017-03-09,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,0,3,Player_118,"Ekana Cricket Stadium, Lucknow",Umpire_17,Umpire_24
627,2017,Ahmedabad,2017-04-06,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,normal,Lucknow Super Giants,10,0,Player_155,"PCA Stadium, Chandigarh",Umpire_12,Umpire_20
628,2017,Delhi,2017-04-09,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,0,6,Player_161,"Eden Gardens, Kolkata",Umpire_19,Umpire_11
629,2017,Jaipur,2017-05-09,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,Mumbai Indians,19,0,Player_153,"Ekana Cricket Stadium, Lucknow",Umpire_3,Umpire_3
630,2017,Jaipur,2017-05-15,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,Mumbai Indians,0,2,Player_156,"Feroz Shah Kotla, Delhi",Umpire_14,Umpire_18
631,2017,Jaipur,2017-05-27,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,Sunrisers Hyderabad,0,4,Player_104,"Sawai Mansingh Stadium, Jaipur",Umpire_20,Umpire_23
632,2017,Hyderabad,2017-04-05,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,normal,Chennai Super Kings,7,0,Player_56,"Narendra Modi Stadium, Ahmedabad",Umpire_4,Umpire_4
633,2017,Bangalore,2017-04-04,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,29,0,Player_114,"M.A. Chidambaram Stadium, Chennai",Umpire_1,Umpire_21
634,2017,Lucknow,2017-04-12,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,Chennai Super Kings,62,0,Player_22,"Wankhede Stadium, Mumbai",Umpire_7,Umpire_11
635,2017,Chennai,2017-05-22,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,4,Player_16,"M.A. Chidambaram Stadium, Chennai",Umpire_5,Umpire_18
636,2017,Delhi,2017-03-29,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,normal,Sunrisers Hyderabad,0,9,Player_96,"Feroz Shah Kotla, Delhi",Umpire_6,Umpire_2
637,2017,Jaipur,2017-05-16,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,53,0,Player_104,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_1,Umpire_26
638,2017,Chennai,2017-05-02,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,3,Player_142,"Feroz Shah Kotla, Delhi",Umpire_10,Umpire_28
639,2017,Mumbai,2017-05-27,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,normal,Mumbai Indians,63,0,Player_137,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_7,Umpire_1
640,2017,Hyderabad,2017-03-27,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,no result,,0,0,Player_103,"Narendra Modi Stadium, Ahmedabad",Umpire_27,Umpire_22
